Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
瀬,"[""여울""]",[],"[""せ""]","[""여울 뢰""]",N1
趣,"[""취지"", ""취향"", ""취미""]","[""シュ""]","[""おもむき""]","[""뜻 취""]",N1
陥,"[""함정"", ""빠지다"", ""함락하다""]","[""カン""]","[""おちい(る)、おとしい(れる)""]","[""빠질 함""]",N1
斎,"[""상복 자"", ""심신을 깨끗이 하다"", ""장례식""]","[""サイ""]",[],"[""재계할/집 재""]",N1
貫,"[""꿰뚫다""]","[""カン""]","[""つらぬ(く)""]","[""꿸 관""]",N1
仙,"[""신선""]","[""セン""]",[],"[""신선 선""]",N1
慰,"[""위로하다""]","[""イ""]","[""なぐさ(む)、なぐさ(める)""]","[""위로할 위""]",N1
序,"[""처음"", ""순서""]","[""ジョ""]",[],"[""차례 서""]",N1
旬,"[""열흘"", ""10"", ""가득 차다"", ""제철""]","[""ジュン、シュン""]",[],"[""열흘 순""]",N1
兼,"[""겸하다""]","[""ケン""]","[""か(ねる)""]","[""겸할 겸""]",N1
聖,"[""신성한"", ""성스러운""]","[""セイ""]",[],"[""성인 성""]",N1
旨,"[""뜻"", ""취지""]","[""シ""]","[""むね""]","[""뜻 지""]",N1
即,"[""즉시"", ""곧바로""]","[""ソク""]",[],"[""곧 즉""]",N1
柳,"[""버드나무""]","[""リュウ""]","[""やなぎ""]","[""버들 류""]",N1
舎,"[""숙소"", ""집"", ""저택""]","[""シャ""]",[],"[""집 사""]",N1
偽,"[""거짓"", ""가짜""]","[""ギ""]","[""にせ、いつわ(る)""]","[""거짓 위""]",N1
覇,"[""제패하다"", ""으뜸""]","[""ハ""]",[],"[""으뜸 패""]",N1
詳,"[""자세한"", ""상세한""]","[""ショウ""]","[""くわ(しい)""]","[""자세할 상""]",N1
抵,"[""막다"", ""저항하다""]",[],[],"[""막을 저""]",N1
脅,"[""위협하다""]","[""キョウ""]","[""おど(す)、おど(かす)、おびや(かす)""]","[""위협할 협""]",N1
茂,"[""무성하다"", ""풍성하다""]","[""モ""]","[""しげ(る)""]","[""무성할 무""]",N1
犠,"[""희생""]","[""ギ""]",[],"[""희생 희""]",N1
旗,"[""깃발""]","[""キ""]","[""はた""]","[""기 기""]",N1
距,"[""멀리 떨어지다"", ""거리""]","[""キョ""]",[],"[""상거할 거""]",N1
雅,"[""맑은"", ""우아한""]","[""ガ""]",[],"[""맑을 아""]",N1
飾,"[""꾸미다"", ""장식""]","[""ショク""]","[""かざ(る)""]","[""꾸밀 식""]",N1
網,"[""그물"", ""망""]","[""モウ""]","[""あみ""]","[""그물 망""]",N1
竜,"[""용""]","[""リュウ""]","[""たつ""]","[""용 룡""]",N1
詩,"[""시"", ""운문"", ""시가""]","[""シ""]",[],"[""시 시""]",N1
繁,"[""번창하다"", ""번성하다"", ""번거롭다""]","[""ハン""]",[],"[""번성할 번""]",N1
翼,"[""날개""]","[""ヨク""]","[""つばさ""]","[""날개 익""]",N1
潟,"[""개펄"", ""간석지""]",[],"[""かた""]","[""개펄 석""]",N1
敵,"[""적"", ""원수""]","[""テキ""]","[""かたき""]","[""대적할 적""]",N1
魅,"[""매혹"", ""매력""]","[""ミ""]",[],"[""매혹할 매""]",N1
嫌,"[""싫어하다"", ""혐오하다""]","[""ケン、ゲン""]","[""きら(う)、いや""]","[""싫어할 혐""]",N1
斉,"[""가지런한"", ""균일한""]","[""セイ""]",[],"[""가지런할 제""]",N1
敷,"[""펴다"", ""깔다""]","[""フ""]","[""し(く)""]","[""펼 부""]",N1
擁,"[""껴안다"", ""감싸주다""]","[""ヨウ""]",[],"[""낄 옹""]",N1
圏,"[""범위"", ""구역""]","[""ケン""]",[],"[""우리 권""]",N1
酸,"[""산성"", ""시큼한""]","[""サン""]","[""す(い)""]","[""실 산""]",N1
罰,"[""벌하다""]","[""バツ、バチ""]",[],"[""벌할 벌""]",N1
滅,"[""사라지다"", ""없어지다"", ""멸망하다""]","[""メツ""]","[""ほろ(びる)、ほろ(ぼす)""]","[""멸할 멸""]",N1
礎,"[""주춧돌"", ""초석""]","[""ソ""]","[""いしずえ""]","[""주춧돌 초""]",N1
腐,"[""썩다""]","[""フ""]","[""くさ(る)、くさ(れる)、くさ(らす)""]","[""썩을 부""]",N1
脚,"[""다리""]","[""キャク、キャ""]","[""あし""]","[""다리 각""]",N1
潮,"[""조수""]","[""チョウ""]","[""しお""]","[""밀물/조수 조""]",N1
梅,"[""매화""]","[""バイ""]","[""うめ""]","[""매화 매""]",N1
尽,"[""다하다"", ""전부"", ""죄다""]","[""ジン""]","[""つ(くす)、つ(きる)、つ(かす)""]","[""다할 진""]",N1
僕,"[""하인"", ""남자의 자칭(겸손한 말투)""]","[""ボク""]",[],"[""종 복""]",N1
桜,"[""벚나무"", ""벚꽃""]","[""オウ""]","[""さくら""]","[""앵두 앵""]",N1
滑,"[""미끄러운"", ""유창한""]","[""カツ、コツ""]","[""すべ(る)、なめ(らか)""]","[""미끄러울 활""]",N1
孤,"[""외롭다"", ""고아""]","[""コ""]",[],"[""고아/외로울 고""]",N1
炎,"[""타오르다"", ""화염"", ""불꽃""]","[""エン""]","[""ほのお""]","[""불꽃 염""]",N1
賠,"[""배상"", ""보상""]","[""バイ""]",[],"[""물어줄 배""]",N1
句,"[""구절"", ""글귀""]","[""ク""]",[],"[""글귀 구""]",N1
寿,"[""장수하다"", ""나이"", ""생명""]","[""ジュ""]","[""ことぶき""]","[""목숨 수""]",N1
鋼,"[""강철""]","[""コウ""]","[""はがね""]","[""강철 강""]",N1
頑,"[""완고한"", ""강경한""]","[""ガン""]",[],"[""완고할 완""]",N1
鎖,"[""쇠사슬"", ""잠그다""]","[""サ""]","[""くさり""]","[""쇠사슬 쇄""]",N1
彩,"[""채색하다""]","[""サイ""]","[""いろど(る)""]","[""채색 채""]",N1
摩,"[""문지르다"", ""비비다"", ""마찰"", ""갈다""]",[],[],"[""문지를 마""]",N1
励,"[""힘쓰다"", ""격려하다""]","[""レイ""]","[""はげ(む)、はげ(ます)""]","[""힘쓸 려""]",N1
縦,"[""세로""]","[""ジュウ""]","[""たて""]","[""세로 종""]",N1
輝,"[""빛나다""]","[""キ""]","[""かがや(く)""]","[""빛날 휘""]",N1
蓄,"[""모으다"", ""쌓다""]","[""チク""]","[""たくわ(える)""]","[""모을 축""]",N1
軸,"[""축"", ""주축""]","[""ジク""]",[],"[""굴대 축""]",N1
巡,"[""순회하다"", ""한바퀴 돌다""]","[""ジュン""]","[""めぐ(る)""]","[""돌 순""]",N1
稼,"[""(돈을) 벌다"", ""열심히 일하다""]","[""カ""]","[""かせ(ぐ)""]","[""심을 가""]",N1
瞬,"[""깜빡이다"", ""찰나의""]","[""シュン""]","[""またた(く)""]","[""깜짝일 순""]",N1
砲,"[""대포""]","[""ホウ""]",[],"[""대포 포""]",N1
噴,"[""내뿜다""]","[""フン""]","[""ふ(く)""]","[""뿜을 분""]",N1
誇,"[""자랑하다"", ""과시하다""]","[""コ""]","[""ほこ(る)""]","[""자랑할 과""]",N1
祥,"[""경사"", ""행복""]","[""ショウ""]",[],"[""상서 상""]",N1
牲,"[""희생""]","[""セイ""]",[],"[""희생 생""]",N1
秩,"[""질서"", ""순서""]","[""チツ""]",[],"[""차례 질""]",N1
帝,"[""황제""]",[],[],"[""임금 제""]",N1
唆,"[""꾀다"", ""부추기다""]","[""サ""]","[""そそのか(す)""]","[""부추길 사""]",N1
阻,"[""막다"", ""방해하다""]","[""ソ""]","[""はば(む)""]","[""막힐 조""]",N1
泰,"[""편안하다"", ""침착하다""]","[""タイ""]",[],"[""클 태""]",N1
賄,"[""뇌물"", ""재물""]","[""ワイ""]","[""まかな(う)""]","[""재물/뇌물 회""]",N1
撲,"[""때리다"", ""두드리다""]","[""ボク""]",[],"[""칠 박""]",N1
堀,"[""수로"", ""굴""]",[],"[""ほり""]","[""굴 굴""]",N1
菊,"[""국화""]","[""キク""]",[],"[""국화 국""]",N1
絞,"[""죄다"", ""조르다""]","[""コウ""]","[""しぼ(る)、し(める)、し(まる)""]","[""목맬 교""]",N1
縁,"[""인연"", ""가장자리""]","[""エン""]","[""ふち""]","[""인연 연""]",N1
唯,"[""오직"", ""그것 뿐"", ""다만""]","[""ユイ、イ""]",[],"[""오직 유""]",N1
膨,"[""팽창하다"", ""부풀어오르다""]","[""ボウ""]","[""ふく(らむ)、ふく(れる)""]","[""불을 팽""]",N1
矢,"[""화살""]","[""シ""]","[""や""]","[""화살 시""]",N1
耐,"[""견디다"", ""참다""]","[""タイ""]","[""た(える)""]","[""견딜 내""]",N1
塾,"[""학원""]","[""ジュク""]",[],"[""글방 숙""]",N1
漏,"[""새다"", ""누출되다""]","[""ロウ""]","[""も(る)、も(れる)、も(らす)""]","[""샐 루""]",N1
慶,"[""경사"", ""축하하다""]","[""ケイ""]",[],"[""경사 경""]",N1
猛,"[""거친"", ""사나운""]","[""モウ""]",[],"[""사나울 맹""]",N1
芳,"[""향기롭다""]","[""ホウ""]","[""かんば(しい)""]","[""꽃다울 방""]",N1
懲,"[""징계하다""]","[""チョウ""]","[""こ(りる)、こ(らす)、こ(らしめる)""]","[""징계할 징""]",N1
剣,"[""검""]","[""ケン""]","[""つるぎ""]","[""칼 검""]",N1
彰,"[""뚜렷이 드러나다""]","[""ショウ""]",[],"[""드러날 창""]",N1
棋,"[""장기""]","[""キ""]",[],"[""바둑 기""]",N1
丁,"[""거리의 구분"", ""장정"", ""못 등""]","[""チョウ、テイ""]",[],"[""고무래/장정 정""]",N1
恒,"[""항상"", ""변치 않는""]","[""コウ""]",[],"[""항상 항""]",N1
揚,"[""떠오르다"", ""올리다""]","[""ヨウ""]","[""あ(げる)、あ(がる)""]","[""날릴 양""]",N1
冒,"[""무릅쓰다""]",[],"[""おか(す)""]","[""무릅쓸 모""]",N1
倫,"[""윤리""]","[""リン""]",[],"[""인륜 륜""]",N1
陳,"[""진열하다"", ""진술하다""]","[""チン""]",[],"[""베풀 진""]",N1
憶,"[""기억하다"", ""추억하다""]","[""オク""]",[],"[""생각할 억""]",N1
潜,"[""잠수하다"", ""숨다""]","[""セン""]","[""ひそ(む)、もぐ(る)""]","[""잠길 잠""]",N1
梨,"[""배(과일)""]",[],"[""なし""]","[""배나무 리""]",N1
仁,"[""인자함""]","[""ジン、ニ""]",[],"[""어질 인""]",N1
克,"[""극복하다"", ""이겨내다""]","[""コク""]",[],"[""이길 극""]",N1
岳,"[""산악"", ""거대한 산""]","[""ガク""]","[""たけ""]","[""큰 산 악""]",N1
概,"[""개요"", ""대체로""]","[""ガイ""]",[],"[""대개 개""]",N1
拘,"[""붙잡다""]","[""コウ""]",[],"[""잡을 구""]",N1
墓,"[""무덤""]","[""ボ""]","[""はか""]","[""무덤 묘""]",N1
黙,"[""침묵"", ""소리없는""]","[""モク""]","[""だま(る)""]","[""묵묵할 묵""]",N1
須,"[""모름지기"", ""반드시""]","[""ス""]",[],"[""모름지기 수""]",N1
偏,"[""치우치다"", ""쏠리다"", ""기울다""]","[""ヘン""]","[""かたよ(る)""]","[""치우칠 편""]",N1
雰,"[""에워싸다"", ""분위기""]","[""フン""]",[],"[""눈 날릴 분""]",N1
遇,"[""마주치다"", ""만나다"", ""접대하다""]","[""グウ""]",[],"[""만날 우""]",N1
諮,"[""자문하다""]","[""シ""]","[""はか(る)""]","[""물을 자""]",N1
卓,"[""높다"", ""뛰어나다"", ""탁자""]","[""タク""]",[],"[""높을 탁""]",N1
亀,"[""거북"", ""균열""]","[""キ""]","[""かめ""]","[""거북 귀/터질 균""]",N1
糧,"[""식량""]","[""リョウ、ロウ""]","[""かて""]","[""양식 량""]",N1
簿,"[""문서"", ""장부""]","[""ボ""]",[],"[""문서 부""]",N1
炉,"[""화로""]","[""ロ""]",[],"[""화로 로""]",N1
牧,"[""목축"", ""목동"", ""목장""]","[""ボク""]","[""まき""]","[""칠 목""]",N1
殊,"[""다르다"", ""특수하다""]","[""シュ""]","[""こと""]","[""다를 수""]",N1
殖,"[""번식하다"", ""불리다""]","[""ショク""]","[""ふ(える)、ふ(やす)""]","[""불릴 식""]",N1
艦,"[""군함"", ""큰 배""]","[""カン""]",[],"[""큰 배 함""]",N1
輩,"[""무리"", ""패거리""]","[""ハイ""]",[],"[""무리 배""]",N1
穴,"[""구멍""]","[""ケツ""]","[""あな""]","[""구멍 혈""]",N1
奇,"[""진기한"", ""기묘한""]","[""キ""]",[],"[""기이할 기""]",N1
慢,"[""거만하다"", ""게으르다""]","[""マン""]",[],"[""거만할 만""]",N1
鶴,"[""두루미"", ""학""]",[],"[""つる""]","[""학 학""]",N1
謀,"[""모의하다"", ""계획하다""]","[""ボウ、ム""]","[""はか(る)""]","[""꾀 모""]",N1
拍,"[""박수"", ""박자""]","[""ハク、ヒョウ""]",[],"[""칠 박""]",N1
朗,"[""밝은"", ""명랑한"", ""낭랑한""]",[],"[""ほが(らか)""]","[""밝을 랑""]",N1
丈,"[""어른"", ""남성"", ""튼튼함"", ""길이""]","[""ジョウ""]","[""たけ""]","[""어른 장""]",N1
寛,"[""너그럽다""]","[""カン""]",[],"[""너그러울 관""]",N1
覆,"[""덮다"", ""뒤집어엎다""]","[""フク""]","[""おお(う)、くつがえ(す)、くつがえ(る)""]","[""다시 복/덮을 부""]",N1
胞,"[""세포""]","[""ホウ""]",[],"[""세포 포""]",N1
隔,"[""사이를 띄우다"", ""간격""]","[""カク""]","[""へだ(てる)、へだ(たる)""]","[""사이 뜰 격""]",N1
浄,"[""깨끗한"", ""청명한""]","[""ジョウ""]",[],"[""깨끗할 정""]",N1
没,"[""가라앉다"", ""침몰하다""]","[""ボツ""]",[],"[""빠질 몰""]",N1
暇,"[""여가""]",[],"[""ひま""]","[""틈 가""]",N1
肺,"[""폐""]","[""ハイ""]",[],"[""허파 폐""]",N1
貞,"[""곧다"", ""지조가 굳다""]","[""テイ""]",[],"[""곧을 정""]",N1
鑑,"[""살펴보다"", ""식별하다"", ""본보기""]","[""カン""]","[""かんが(みる)""]","[""거울 감""]",N1
飼,"[""기르다"", ""사육하다""]","[""シ""]","[""か(う)""]","[""기를 사""]",N1
陰,"[""그늘""]","[""イン""]","[""かげ、かげ(る)""]","[""그늘 음""]",N1
銘,"[""이름을 새기다"", ""기록해 남기다""]","[""メイ""]",[],"[""새길 명""]",N1
随,"[""따르다"", ""순응하다""]","[""ズイ""]",[],"[""따를 수""]",N1
烈,"[""맹렬한"", ""거센""]","[""レツ""]",[],"[""매울 렬""]",N1
尋,"[""찾다"", ""캐묻다""]","[""ジン""]","[""たず(ねる)""]","[""찾을 심""]",N1
稿,"[""원고""]","[""コウ""]",[],"[""볏짚/원고 고""]",N1
丹,"[""붉은 빛"", ""꾸밈없음"", ""정성""]","[""タン""]",[],"[""붉을 단""]",N1
啓,"[""깨우치다"", ""열다""]","[""ケイ""]",[],"[""열 계""]",N1
丘,"[""언덕""]","[""キュウ""]","[""おか""]","[""언덕 구""]",N1
棟,"[""용마루"", ""동(건물을 세는 말)""]","[""トウ""]","[""むね、むな""]","[""마룻대 동""]",N1
壌,"[""토양"", ""대지""]","[""ジョウ""]",[],"[""흙덩이 양""]",N1
漫,"[""느슨하다"", ""넓다""]","[""マン""]",[],"[""흩어질 만""]",N1
玄,"[""검정"", ""심오한""]","[""ゲン""]",[],"[""검을 현""]",N1
粘,"[""끈적한"", ""달라붙다""]","[""ネン""]","[""ねば(る)""]","[""붙을 점""]",N1
悟,"[""깨닫다""]","[""ゴ""]","[""さと(る)""]","[""깨달을 오""]",N1
舗,"[""점포"", ""펴다""]","[""ホ""]",[],"[""펼 포""]",N1
妊,"[""임신하다""]","[""ニン""]",[],"[""아이 밸 임""]",N1
熟,"[""익다"", ""성숙하다"", ""여물다""]","[""ジュク""]","[""う(れる)""]","[""익을 숙""]",N1
恩,"[""은혜""]","[""オン""]",[],"[""은혜 은""]",N1
騰,"[""뛰어오르다"", ""높아지다""]","[""トウ""]",[],"[""오를 등""]",N1
往,"[""가다"", ""향하다""]","[""オウ""]",[],"[""갈 왕""]",N1
豆,"[""콩""]","[""トウ、ズ""]","[""まめ""]","[""콩 두""]",N1
遂,"[""이루다"", ""성취하다""]","[""スイ""]","[""と(げる)""]","[""드디어 수""]",N1
狂,"[""미친"", ""미치광이""]","[""キョウ""]","[""くる(う)、くる(おしい)""]","[""미칠 광""]",N1
岐,"[""갈림길""]","[""キ""]",[],"[""갈림길 기""]",N1
陛,"[""폐하"", ""왕""]","[""ヘイ""]",[],"[""대궐 섬돌 폐""]",N1
緯,"[""가로"", ""횡""]","[""イ""]",[],"[""씨 위""]",N1
培,"[""배양하다""]",[],"[""つちか(う)""]","[""북돋을 배""]",N1
衰,"[""약해지다"", ""쇠하다""]","[""スイ""]","[""おとろ(える)""]","[""쇠할 쇠""]",N1
艇,"[""작은 배""]","[""テイ""]",[],"[""배 정""]",N1
屈,"[""굽히다""]","[""クツ""]",[],"[""굽힐 굴""]",N1
径,"[""지름길"", ""지름"", ""직경""]","[""ケイ""]",[],"[""지름길 경""]",N1
淡,"[""엷다"", ""꾸밈없는"", ""담백한""]","[""タン""]","[""あわ(い)""]","[""맑을 담'""]",N1
抽,"[""빼내다"", ""뽑아내다""]","[""チュウ""]",[],"[""뽑을 추""]",N1
披,"[""펼치다"", ""풀어헤치다""]","[""ヒ""]",[],"[""헤칠 피""]",N1
廷,"[""법정"", ""조정"", ""관아""]","[""テイ""]",[],"[""조정 정""]",N1
錦,"[""비단""]","[""キン""]","[""にしき""]","[""비단 금""]",N1
准,"[""준하다""]","[""ジュン""]",[],"[""준할 준""]",N1
奨,"[""권장하다"", ""장려하다""]","[""ショウ""]",[],"[""장려할 장""]",N1
浸,"[""잠기다"", ""스며들다""]","[""シン""]","[""ひた(す)、ひた(る)""]","[""잠길 침""]",N1
剰,"[""남다"", ""여분"", ""잉여""]","[""ジョウ""]",[],"[""남을 잉""]",N1
胆,"[""담력"", ""쓸개""]","[""タン""]",[],"[""쓸개 담""]",N1
繊,"[""가늘다"", ""섬세하다"", ""곱다""]","[""セン""]",[],"[""가늘 섬""]",N1
駒,"[""망아지""]",[],[],"[""망아지 구""]",N1
虚,"[""텅 비다"", ""없다"", ""공허""]","[""キョ、コ""]",[],"[""빌 허""]",N1
霊,"[""영혼"", ""영""]","[""レイ、リョウ""]","[""たま""]","[""신령 령""]",N1
帳,"[""장막"", ""커튼"", ""장부""]","[""チョウ""]",[],"[""장막 장""]",N1
悔,"[""후회"", ""분함""]","[""カイ""]","[""く(いる)、く(やむ)、くや(しい)""]","[""뉘우칠 회""]",N1
諭,"[""타이르다""]","[""ユ""]","[""さと(す)""]","[""타이를 유""]",N1
惨,"[""참혹한"", ""비참한""]","[""サン、ザン""]","[""みじ(め)""]","[""참혹할 참""]",N1
虐,"[""모진"", ""가혹한""]","[""ギャク""]","[""しいた(げる)""]","[""모질 학""]",N1
翻,"[""뒤집히다"", ""번역하다"", ""나부끼다""]","[""ホン""]","[""ひるがえ(る)、ひるがえ(す)""]","[""날 번""]",N1
墜,"[""추락하다"", ""떨어지다""]","[""ツイ""]",[],"[""떨어질 추""]",N1
沼,"[""늪"", ""못""]","[""ショウ""]","[""ぬま""]","[""못 소""]",N1
据,"[""자리잡다"", ""차려놓다""]",[],"[""す(える)、す(わる)""]","[""의거할 거""]",N1
肥,"[""비옥하다"", ""살찌다"", ""비료""]","[""ヒ""]","[""こ(える)、こえ、こ(やす)、こ(やし)""]","[""살찔 비""]",N1
徐,"[""천천히"", ""여유로운""]","[""ジョ""]",[],"[""천천히 할 서""]",N1
糖,"[""당"", ""설탕""]","[""トウ""]",[],"[""엿 당""]",N1
搭,"[""타다"", ""싣다""]","[""トウ""]",[],"[""탈 탑""]",N1
盾,"[""방패""]","[""ジュン""]","[""たて""]","[""방패 순""]",N1
脈,"[""줄기"", ""맥"", ""혈관""]","[""ミャク""]",[],"[""줄기 맥""]",N1
滝,[],[],"[""たき""]","[""폭포""]",N1
軌,"[""궤도"", ""정해진 길""]","[""キ""]",[],"[""바퀴 자국 궤""]",N1
俵,"[""부대"", ""섬('쌀 한 섬' 등)""]","[""ヒョウ""]","[""たわら""]","[""나누어줄 표""]",N1
妨,"[""방해하다""]","[""ボウ""]","[""さまた(げる)""]","[""방해할 방""]",N1
擦,"[""문지르다""]","[""サツ""]","[""す(る)、す(れる)""]","[""문지를 찰""]",N1
鯨,"[""고래""]","[""ゲイ""]","[""くじら""]","[""고래 경""]",N1
荘,"[""장엄하다"", ""별장""]","[""ソウ""]",[],"[""장엄할/별장 장""]",N1
諾,"[""승낙하다""]","[""ダク""]",[],"[""허락할 낙""]",N1
雷,"[""천둥""]","[""ライ""]","[""かみなり""]","[""우레 뢰""]",N1
漂,"[""표류하다"", ""떠돌다""]","[""ヒョウ""]","[""ただよ(う)""]","[""떠다닐 표""]",N1
懐,"[""품다"", ""안에 가지다"", ""그리워하다""]","[""カイ""]","[""なつ(かしい)、なつ(かしむ)、なつ(く)、なつ(ける)、ふところ""]","[""품을 회""]",N1
勘,"[""헤아리다"", ""직감""]","[""カン""]",[],"[""헤아릴 감""]",N1
栽,"[""재배하다"", ""심다""]","[""サイ""]",[],"[""심을 재""]",N1
拐,"[""유괴하다"", ""꾀어내다"", ""유인하다""]","[""カイ""]",[],"[""후릴 괴""]",N1
駄,"[""무가치한"", ""짐을 싣다""]","[""ダ""]",[],"[""실을 타""]",N1
添,"[""더하다"", ""보태다""]","[""テン""]","[""そ(える)、そ(う)""]","[""더할 첨""]",N1
冠,"[""왕관"", ""관""]","[""カン""]","[""かんむり""]","[""갓 관""]",N1
斜,"[""비스듬한"", ""경사""]","[""シャ""]","[""なな(め)""]","[""비낄 사""]",N1
鏡,"[""거울""]","[""キョウ""]","[""かがみ""]","[""거울 경""]",N1
浪,"[""유랑"", ""방랑"", ""낭비""]","[""ロウ""]",[],"[""물결 랑""]",N1
