Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
知,"[""알다"", ""지혜""]","[""チ""]","[""し(る)""]","[""알 지""]",N4
集,"[""모이다"", ""모으다""]","[""シュウ""]","[""あつ(まる)、あつ(める)、つど(う)""]","[""모을 집""]",N4
別,"[""나누다"", ""다르다""]","[""ベツ""]","[""わか(れる)""]","[""다를/나눌 별""]",N4
物,"[""물건""]","[""ブツ、モツ""]","[""もの""]","[""물건 물""]",N4
引,"[""당기다""]","[""イン""]","[""ひ(く)、ひ(ける)""]","[""끌 인""]",N4
使,"[""쓰다"", ""사용하다""]","[""シ""]","[""つか(う)""]","[""부릴 사""]",N4
所,"[""곳"", ""장소""]","[""ショ""]","[""ところ""]","[""바 소""]",N4
品,"[""물건"", ""물품""]","[""ヒン""]","[""しな""]","[""물건 품""]",N4
計,"[""수를 세다"", ""계산하다""]","[""ケイ""]","[""はか(る)、はか(らう)""]","[""셀 계""]",N4
死,"[""죽음"", ""죽다""]","[""シ""]","[""し(ぬ)""]","[""죽을 사""]",N4
特,"[""특별함""]","[""トク""]",[],"[""특별할 특""]",N4
私,"[""나"", ""개인""]","[""シ""]","[""わたし、わたくし""]","[""사사로울 사""]",N4
始,"[""시작"", ""시작하다""]","[""シ""]","[""はじ(める)、はじ(まる)""]","[""시작 시""]",N4
朝,"[""아침""]","[""チョウ""]","[""あさ""]","[""아침 조""]",N4
村,"[""마을""]","[""ソン""]","[""むら""]","[""마을 촌""]",N4
運,"[""옮기다"", ""운반하다"", ""나르다"", ""운/행운""]","[""ウン""]","[""はこ(ぶ)""]","[""옮길 운""]",N4
終,"[""끝나다"", ""마지막""]","[""シュウ""]","[""お(わる)、お(える)""]","[""마칠 종""]",N4
台,"[""받침대""]","[""ダイ、タイ""]",[],"[""대 대""]",N4
広,"[""넓다""]","[""コウ""]","[""ひろ(い)、ひろ(まる)、ひろ(める)、ひろ(がる)、ひろ(げる)""]","[""넓을 광""]",N4
住,"[""살다"", ""거주하다""]","[""ジュウ""]","[""す(む)、す(まう)""]","[""살 주""]",N4
真,"[""참"", ""진실""]","[""シン""]","[""ま""]","[""참 진""]",N4
有,"[""있다"", ""가지다""]","[""ユウ、ウ""]","[""あ(る)""]","[""있을 유""]",N4
町,"[""시가지"", ""일본의 행정 구역(한국의 읍에 해당)""]","[""チョウ""]","[""まち""]","[""밭두둑 정""]",N4
料,"[""요금"", ""재료""]","[""リョウ""]",[],"[""헤아릴 료""]",N4
工,"[""공작"", ""공정"", ""가공""]","[""コウ、ク""]",[],"[""장인 공""]",N4
建,"[""설립하다"", ""세우다"", ""건설하다""]","[""ケン、コン""]","[""た(てる)、た(つ)""]","[""세울 건""]",N4
急,"[""급하다"", ""갑작스럽다""]","[""キュウ""]","[""いそ(ぐ)""]","[""급할 급""]",N4
止,"[""멈추다"", ""중지하다""]","[""シ""]","[""と(まる)、と(める)""]","[""그칠 지""]",N4
送,"[""보내다"", ""전송하다""]","[""ソウ""]","[""おく(る)""]","[""보낼 송""]",N4
切,"[""자르다""]","[""セツ、サイ""]","[""き(る)、き(れる)""]","[""끊을 절""]",N4
説,"[""설명하다""]","[""セツ、ゼイ""]","[""と(く)""]","[""말씀 설""]",N4
転,"[""구르다"", ""돌다"", ""방향을 전환하다""]","[""テン""]","[""ころ(がる)、ころ(げる)、ころ(がす)、ころ(ぶ)""]","[""구를 전""]",N4
研,"[""갈다"", ""갈고닦다"", ""노력하다"", ""연구하다""]","[""ケン""]","[""と(ぐ)""]","[""갈 연""]",N4
究,"[""연구하다"", ""탐구하다""]","[""キュウ""]","[""きわ(める)""]","[""연구할 구""]",N4
楽,"[""즐겁다"", ""편안함"", ""음악""]","[""ガク、ラク""]","[""たの(しい)、たの(しむ)""]","[""즐길 락""]",N4
起,"[""일어나다""]","[""キ""]","[""お(きる)、お(こる)、お(こす)""]","[""일어날 기""]",N4
着,"[""붙다"", ""입다""]","[""チャク、ジャク""]","[""き(る)、き(せる)、つ(く)、つ(ける)""]","[""붙을 착""]",N4
乗,"[""타다"", ""태우다""]","[""ジョウ""]","[""の(る)、の(せる)""]","[""탈 승""]",N4
病,"[""질병"", ""아프다""]","[""ビョウ、ヘイ""]","[""や(む)、やまい""]","[""병 병""]",N4
声,"[""소리""]","[""セイ、ショウ""]","[""こえ、こわ""]","[""소리 성""]",N4
質,"[""성질"", ""기질"", ""물질""]","[""シツ、シチ、チ""]",[],"[""바탕 질""]",N4
待,"[""기다리다"", ""대기하다""]","[""タイ""]","[""ま(つ)""]","[""기다릴 대""]",N4
試,"[""시험하다""]","[""シ""]","[""こころ(みる)、ため(す)""]","[""시험 시""]",N4
族,"[""가족"", ""일족"", ""민족""]","[""ゾク""]",[],"[""겨레 족""]",N4
銀,"[""은(silver)""]","[""ギン""]",[],"[""은 은""]",N4
早,"[""이르다"", ""(시간적으로) 빠르다""]","[""ソウ、サッ""]","[""はや(い)、はや(まる)、はや(める)""]","[""이를 조""]",N4
映,"[""비추다"", ""비치다""]","[""エイ""]","[""うつ(る)、うつ(す)、は(える)""]","[""비칠 영""]",N4
親,"[""부모"", ""친밀한""]","[""シン""]","[""おや、した(しい)、した(しむ)""]","[""친할 친""]",N4
験,"[""시험하다"", ""경험"", ""효과""]","[""ケン、ゲン""]",[],"[""시험 험""]",N4
働,"[""노동하다(일본에서 만들어진 한자)""]","[""ドウ""]","[""はたら(く)""]","[""일하다""]",N4
好,"[""사랑하다"", ""좋아하다""]","[""コウ""]","[""この(む)、す(く)""]","[""좋을 호""]",N4
英,"[""뛰어나다"", ""영국""]","[""エイ""]",[],"[""꽃부리/뛰어날 영""]",N4
頭,"[""머리"", ""우두머리""]",[],"[""あたま、かしら""]","[""머리 두""]",N4
低,"[""낮다""]","[""テイ""]","[""ひく(い)、ひく(める)、ひく(まる)""]","[""낮을 저""]",N4
医,"[""의사""]","[""イ""]",[],"[""의원 의""]",N4
仕,"[""섬기다"", ""시중들다""]","[""シ、ジ""]","[""つか(える)""]","[""섬길 사""]",N4
去,"[""떠나가다"", ""지나가다""]","[""キョ、コ""]","[""さ(る)""]","[""갈 거""]",N4
味,"[""맛"", ""맛보다"", ""흥미"", ""재미""]","[""ミ""]","[""あじ、あじ(わう)""]","[""맛 미""]",N4
門,"[""문""]","[""モン""]","[""かど""]","[""문 문""]",N4
写,"[""베끼다"", ""사진""]","[""シャ""]","[""うつ(す)、うつ(る)""]","[""베낄 사""]",N4
字,"[""글자""]","[""ジ""]","[""あざ""]","[""글자 자""]",N4
答,"[""대답하다""]","[""トウ""]","[""こた(える)、こた(え)""]","[""대답 답""]",N4
夜,"[""밤""]","[""ヤ""]","[""よ、よる""]","[""밤 야""]",N4
音,"[""소리"", ""음""]","[""オン、イン""]","[""おと、ね""]","[""소리 음""]",N4
注,"[""쏟다"", ""집중하다""]","[""チュウ""]","[""そそ(ぐ)""]","[""부을 주""]",N4
帰,"[""돌아가다"", ""돌아오다"", ""귀가하다""]","[""キ""]","[""かえ(る)、かえ(す)""]","[""돌아갈 귀""]",N4
歌,"[""노래"", ""노래하다""]","[""カ""]","[""うた、うた(う)""]","[""노래 가""]",N4
光,"[""빛""]","[""コウ""]","[""ひか(る)、ひかり""]","[""빛 광""]",N4
悪,"[""악"", ""나쁘다"", ""미워하다""]","[""アク、オ""]","[""わる(い)""]","[""악할 악/미워할 오""]",N4
図,"[""그림"", ""지도""]","[""ズ、ト""]","[""はか(る)""]","[""그림 도""]",N4
室,"[""방"", ""거실"", ""아내""]","[""シツ""]","[""むろ""]","[""집 실""]",N4
太,"[""크다"", ""굵다""]","[""タイ、タ""]","[""ふと(い)、ふと(る)""]","[""클 태""]",N4
歩,"[""걸음"", ""걷다""]","[""ホ、ブ、フ""]","[""ある(く)、あゆ(む)""]","[""걸음 보""]",N4
風,"[""바람""]",[],"[""かぜ、かざ""]","[""바람 풍""]",N4
紙,"[""종이""]","[""シ""]","[""かみ""]","[""종이 지""]",N4
黒,"[""검정""]","[""コク""]","[""くろ、くろ(い)""]","[""검을 흑""]",N4
春,"[""봄""]","[""シュン""]","[""はる""]","[""봄 춘""]",N4
赤,"[""빨강""]","[""セキ、シャク""]","[""あか、あか(い)、あか(らむ)、あか(らめる)""]","[""붉을 적""]",N4
青,"[""푸르다""]","[""セイ、ショウ""]","[""あお、あお(い)""]","[""푸를 청""]",N4
森,"[""숲""]","[""シン""]","[""もり""]","[""숲 삼""]",N4
館,"[""큰 건물""]","[""カン""]","[""やかた""]","[""집 관""]",N4
屋,"[""지붕"", ""집""]","[""オク""]","[""や""]","[""집 옥""]",N4
色,"[""색"", ""색깔"", ""정욕""]","[""ショク、シキ""]","[""いろ""]","[""빛 색""]",N4
走,"[""달리다""]","[""ソウ""]","[""はし(る)""]","[""달릴 주""]",N4
秋,"[""가을""]","[""シュウ""]","[""あき""]","[""가을 추""]",N4
林,"[""수풀"", ""숲""]","[""リン""]","[""はやし""]","[""수풀 림""]",N4
夏,"[""여름""]","[""カ、ゲ""]","[""なつ""]","[""여름 하""]",N4
顔,"[""얼굴""]","[""ガン""]","[""かお""]","[""낯 안""]",N4
短,"[""짧다""]","[""タン""]","[""みじか(い)""]","[""짧을 단""]",N4
薬,"[""약"", ""약재""]","[""ヤク""]","[""くすり""]","[""약 약""]",N4
習,"[""배우다"", ""익히다""]","[""シュウ""]","[""なら(う)""]","[""익힐 습""]",N4
便,"[""편리하다"", ""편지"", ""대소변""]","[""ベン、ビン""]","[""たよ(り)""]","[""편할 편""]",N4
洋,"[""대양""]","[""ヨウ""]",[],"[""큰 바다 양""]",N4
旅,"[""여행""]","[""リョ""]","[""たび""]","[""나그네 여""]",N4
軽,"[""가볍다""]","[""ケイ""]","[""かる(い)、かろ(やか)""]","[""가벼울 경""]",N4
池,"[""연못""]","[""チ""]","[""いけ""]","[""못 지""]",N4
服,"[""옷"", ""복종시키다""]","[""フク""]",[],"[""옷 복""]",N4
遠,"[""멀다""]",[],"[""とお(い)""]","[""멀 원""]",N4
夕,"[""저녁""]","[""セキ""]","[""ゆう""]","[""저녁 석""]",N4
借,"[""빌리다""]","[""シャク""]","[""か(りる)""]","[""빌릴 차""]",N4
曜,"[""요일""]","[""ヨウ""]",[],"[""요일 요""]",N4
弱,"[""약하다""]","[""ジャク""]","[""よわ(い)、よわ(る)、よわ(まる)、よわ(める)""]","[""약할 약""]",N4
肉,"[""고기""]","[""ニク""]",[],"[""고기 육""]",N4
貸,"[""빌려주다""]","[""タイ""]","[""か(す)""]","[""빌릴 대""]",N4
堂,"[""전당"", ""큰 건물""]","[""ドウ""]",[],"[""집 당""]",N4
暗,"[""어둡다""]","[""アン""]","[""くら(い)""]","[""어두울 암""]",N4
鳥,"[""새""]","[""チョウ""]","[""とり""]","[""새 조""]",N4
飯,"[""식사"", ""밥""]","[""ハン""]","[""めし""]","[""밥 반""]",N4
勉,"[""힘쓰다"", ""노력하다""]","[""ベン""]",[],"[""힘쓸 면""]",N4
冬,"[""겨울""]","[""トウ""]","[""ふゆ""]","[""겨울 동""]",N4
昼,"[""낮""]","[""チュウ""]","[""ひる""]","[""낮 주""]",N4
茶,"[""차(tea)""]","[""チャ、サ""]",[],"[""차 다""]",N4
弟,"[""남동생"", ""제자""]","[""テイ、ダイ、デ""]","[""おとうと""]","[""아우 제""]",N4
洗,"[""씻다""]","[""セン""]","[""あら(う)""]","[""씻을 세""]",N4
牛,"[""소""]","[""ギュウ""]","[""うし""]","[""소 우""]",N4
兄,"[""형"", ""오빠""]","[""ケイ、キョウ""]","[""あに""]","[""형 형""]",N4
犬,"[""개""]","[""ケン""]","[""いぬ""]","[""개 견""]",N4
菜,"[""야채"", ""채소""]","[""サイ""]","[""な""]","[""나물 채""]",N4
暑,"[""덥다""]","[""ショ""]","[""あつ(い)""]","[""더울 서""]",N4
妹,"[""여동생""]","[""マイ""]","[""いもうと""]","[""누이 매""]",N4
寒,"[""춥다""]","[""カン""]","[""さむ(い)""]","[""찰 한""]",N4
姉,"[""누나"", ""언니""]","[""シ""]","[""あね""]","[""누이 자""]",N4
漢,"[""한나라"", ""중국""]","[""カン""]",[],"[""한나라 한""]",N4
日,"[""하루"", ""날"", ""태양""]","[""ニチ"", ""ジツ""]","[""ひ"", ""か""]","[""날 일""]",N5
一,[],"[""イチ"", ""イツ""]","[""ひと、ひと(つ)""]","[""한 일 하나, 1""]",N5
国,[],"[""コク""]","[""くに""]","[""나라 국 나라, 국가""]",N5
会,[],"[""カイ、エ""]","[""あ(う)""]","[""모일 회 모이다, 만나다""]",N5
人,[],"[""ジン、ニン""]","[""ひと""]","[""사람 인 사람""]",N5
年,[],"[""ネン""]","[""とし""]","[""해 년 해(year)""]",N5
大,[],"[""ダイ、タイ""]","[""おお、おお(きい)、おお(いに)""]","[""클 대 크다""]",N5
十,[],"[""ジュウ、ジッ""]","[""とお、と""]","[""열 십 10""]",N5
二,[],"[""ニ""]","[""ふた、ふた(つ)""]","[""두 이 2""]",N5
本,[],"[""ホン""]","[""もと""]","[""근본 본 근본, 본질, 본래""]",N5
中,[],"[""チュウ、ジュウ""]","[""なか""]","[""가운데 중 중간, 가운데""]",N5
長,"[""길다""]","[""チョウ""]","[""なが(い)""]","[""길 장""]",N5
出,"[""나가다"", ""내보내다""]","[""シュツ、スイ""]","[""で(る)、だ(す)""]","[""날 출""]",N5
三,"[""3""]","[""サン""]","[""み、み(つ)、みっ(つ)""]","[""셋 삼""]",N5
時,"[""시간""]","[""ジ""]","[""とき""]","[""때 시""]",N5
行,"[""가다"", ""행하다"", ""행(row)""]","[""コウ、ギョウ、アン""]","[""い(く)、ゆ(く)、おこな(う)""]","[""다닐 행""]",N5
社,"[""모이다"", ""단체"", ""사회"", ""신사""]","[""シャ""]","[""やしろ""]","[""모일 사""]",N5
見,"[""보다""]","[""ケン""]","[""み(る)、み(える)、み(せる)""]","[""볼 견""]",N5
月,"[""달""]","[""ゲツ、ガツ""]","[""つき""]","[""달 월""]",N5
分,"[""나누다"", ""분(시간 단위)"", ""알다""]","[""ブン、フン、ブ""]","[""わ(ける)、わ(かれる)、わ(かる)、わ(かつ)""]","[""나눌 분""]",N5
後,"[""뒤"", ""이후"", ""나중""]","[""ゴ、コウ""]","[""あと、のち、うし(ろ)、おく(れる)""]","[""뒤 후""]",N5
前,"[""앞""]","[""ゼン""]","[""まえ""]","[""앞 전""]",N5
生,"[""살다"", ""태어나다"", ""생명""]","[""セイ、ショウ""]","[""い(きる)、い(かす)、う(まれる)、う(む)、は(える)、は(やす)、き、なま、い(ける)""]","[""살 생""]",N5
五,"[""다섯""]","[""ゴ""]","[""いつ、いつ(つ)""]","[""다섯 오""]",N5
間,"[""사이"", ""간격"", ""틈새""]","[""カン、ケン""]","[""あいだ、ま""]","[""사이 간""]",N5
上,"[""위"", ""위쪽"", ""오르다""]","[""ジョウ、ショウ""]","[""うえ、うわ、かみ、あ(げる)、あ(がる)、のぼ(る)、のぼ(す)、のぼ(せる)""]","[""윗 상""]",N5
東,"[""동쪽""]","[""トウ""]","[""ひがし""]","[""동녘 동""]",N5
四,"[""넷""]","[""シ""]","[""よ、よん、よ(つ)、よっ(つ)""]","[""넷 사""]",N5
今,"[""지금"", ""현재""]","[""コン、キン""]","[""いま""]","[""이제 금""]",N5
新,"[""새롭다"", ""새것"", ""새로운""]","[""シン""]","[""あたら(しい)、あら(た)、にい""]","[""새 신""]",N5
金,"[""금"", ""금속"", ""쇠"", ""돈""]","[""キン、コン""]","[""かね、かな""]","[""쇠 금""]",N5
九,"[""아홉""]","[""キュウ、ク""]","[""ここの、ここの(つ)""]","[""아홉 구""]",N5
入,"[""들어가다"", ""집어넣다""]","[""ニュウ""]","[""はい(る)、い(る)、い(れる)""]","[""들 입""]",N5
立,"[""서다""]","[""リツ、リュウ""]","[""た(つ)、た(てる)""]","[""설 립""]",N5
手,"[""손""]","[""シュ""]","[""て、た""]","[""손 수""]",N5
学,"[""배우다""]","[""ガク""]","[""まな(ぶ)""]","[""배울 학""]",N5
高,"[""높다""]","[""コウ""]","[""たか(い)、たか、たか(まる)、たか(める)""]","[""높을 고""]",N5
円,"[""둥글다"", ""원""]","[""エン""]","[""まる(い)""]","[""둥글 원""]",N5
子,"[""아이""]","[""シ、ス""]","[""こ""]","[""아들 자""]",N5
目,"[""눈""]","[""モク、ボク""]","[""め、ま""]","[""눈 목""]",N5
外,"[""바깥""]",[],"[""そと、ほか、はず(す)、はず(れる)""]","[""바깥 외""]",N5
言,"[""말"", ""단어"", ""말하다""]",[],"[""い(う)、こと""]","[""말씀 언""]",N5
八,"[""여덟""]","[""ハチ""]","[""や、や(つ)、やっ(つ)、よう""]","[""여덟 팔""]",N5
六,"[""여섯""]","[""ロク""]","[""む(つ)、むっ(つ)、むい""]","[""여섯 육""]",N5
下,"[""아래"", ""아래쪽""]","[""カ、ゲ""]","[""した、しも、もと、さ(げる)、さ(がる)、くだ(る)、くだ(す)、くだ(さる)、お(ろす)、お(りる)""]","[""아래 하""]",N5
来,"[""오다""]","[""ライ""]","[""く(る)、きた(る)、きた(す)""]","[""올 래""]",N5
気,"[""기운"", ""정신"", ""기체""]","[""キ、ケ""]",[],"[""기운 기""]",N5
小,"[""작다""]","[""ショウ""]","[""ちい(さい)、こ、お""]","[""작을 소""]",N5
七,"[""일곱""]","[""シチ""]","[""なな、なな(つ)、なの""]","[""일곱 칠""]",N5
山,"[""산""]","[""サン""]","[""やま""]","[""메 산""]",N5
話,"[""이야기"", ""대화""]","[""ワ""]","[""はな(す)、はなし""]","[""말씀 화""]",N5
多,"[""많다""]","[""タ""]","[""おお(い)""]","[""많을 다""]",N5
安,"[""편안하다""]","[""アン""]","[""やす(い)""]","[""편안 안""]",N5
女,"[""여자""]","[""ジョ、ニョ、ニョウ""]","[""おんな、め""]","[""계집 녀""]",N5
北,"[""북쪽""]","[""ホク""]","[""きた""]","[""북녘 북""]",N5
午,"[""정오""]","[""ゴ""]",[],"[""낮 오""]",N5
百,"[""100""]","[""ヒャク""]",[],"[""일백 백""]",N5
書,"[""글"", ""쓰다""]","[""ショ""]","[""か(く)""]","[""글 서""]",N5
先,"[""먼저"", ""앞서""]","[""セン""]","[""さき""]","[""먼저 선""]",N5
名,"[""이름""]","[""メイ、ミョウ""]","[""な""]","[""이름 명""]",N5
川,"[""강"", ""하천"", ""시내""]","[""セン""]","[""かわ""]","[""내 천""]",N5
千,"[""1000""]","[""セン""]","[""ち""]","[""일천 천""]",N5
道,"[""길"", ""도로""]","[""ドウ、トウ""]","[""みち""]","[""길 도""]",N5
水,"[""물""]","[""スイ""]","[""みず""]","[""물 수""]",N5
半,"[""절반""]","[""ハン""]","[""なか(ば)""]","[""반 반""]",N5
男,"[""남자""]","[""ダン、ナン""]","[""おとこ""]","[""사내 남""]",N5
西,"[""서쪽""]","[""セイ、サイ""]","[""にし""]","[""서녘 서""]",N5
電,"[""전기"", ""번개""]","[""デン""]",[],"[""번개 전""]",N5
口,"[""입""]","[""コウ、ク""]","[""くち""]","[""입 구""]",N5
少,"[""적다""]","[""ショウ""]","[""すく(ない)、すこ(し)""]","[""적을 소""]",N5
校,"[""학교""]","[""コウ""]",[],"[""학교 교""]",N5
語,"[""단어"", ""언어""]","[""ゴ""]","[""かた(る)、かた(らう)""]","[""말씀 어""]",N5
空,"[""허공"", ""비어있음""]","[""クウ""]","[""そら、から、あ(ける)、あ(く)""]","[""빌 공""]",N5
土,"[""흙"", ""땅""]","[""ド、ト""]","[""つち""]","[""흙 토""]",N5
木,"[""나무""]","[""ボク、モク""]","[""き、こ""]","[""나무 목""]",N5
聞,"[""듣다""]","[""ブン、モン""]","[""き(く)、き(こえる)""]","[""들을 문""]",N5
食,"[""먹다""]","[""ショク、ジキ""]","[""た(べる)、く(う)、く(らう)""]","[""먹을 식""]",N5
車,"[""차량"", ""수레""]","[""シャ""]","[""くるま""]","[""수레 차(거)""]",N5
何,"[""무엇(what)""]","[""カ""]","[""なに、なん""]","[""어찌 하""]",N5
南,"[""남쪽""]","[""ナン、ナ""]","[""みなみ""]","[""남녘 남""]",N5
足,"[""발""]","[""ソク""]","[""あし、た(りる)、た(る)、た(す)""]","[""발 족""]",N5
万,"[""일만""]","[""マン、バン""]",[],"[""일만 만""]",N5
店,"[""가게""]","[""テン""]","[""みせ""]","[""가게 점""]",N5
毎,"[""매번""]","[""マイ""]",[],"[""매양 매""]",N5
白,"[""흰색""]","[""ハク、ビャク""]","[""しろ、しろ(い)、しら""]","[""흰 백""]",N5
古,"[""오래된""]","[""コ""]","[""ふる(い)、ふる(す)""]","[""옛 고""]",N5
